alert_set,name,smarts_str
PAINS,diazox_E(1),[#7](-[#1])(-[#1])-c:1:c(-[#7](-[#1])-[#1]):c(:c(-[#1]):c:2:n:o:n:c:1:2)-[#1]
PAINS,anil_NH_no_alk_B(1),"[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#7](-[#1])-[#16](=[#8])=[#8])-[#1])-[#7](-[#1])-[#6](-[#1])-[#1])-[F,Cl,Br,I])-[#1]"
PAINS,anil_no_alk_A(1),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#7]=[#6]-2-[#6](=[#6]~[#6]~[#6]=[#6]-2)-[#1])-[#1])-[#1])-[#1])-[#1]
PAINS,anil_no_alk_B(1),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-n:2:c:c:c:c:2)-[#1])-[#6](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1]
PAINS,thio_ene_amine_A(1),[#16]=[#6]-[#6](-[#6](-[#1])-[#1])=[#6](-[#6](-[#1])-[#1])-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])-[#1]
PAINS,het_55_B(1),[#6]-1:[#6]-[#8]-[#6]-2-[#6](-[#1])(-[#1])-[#6](=[#8])-[#8]-[#6]-1-2
PAINS,cyanamide_A(1),[#8]-[#6](=[#8])-[#6](-[#1])(-[#1])-[#16;X2]-[#6](=[#7]-[#6]#[#7])-[#7](-[#1])-c:1:c:c:c:c:c:1
PAINS,ene_one_one_A(1),[#8]=[#6]-[#6]-1=[#6](-[#16]-[#6](=[#6](-[#1])-[#6])-[#16]-1)-[#6]=[#8]
PAINS,ene_six_het_D(1),[#8]=[#6]-1-[#7]-[#7]-[#6](=[#7]-[#6]-1=[#6]-[#1])-[!#1]:[!#1]
PAINS,ene_cyano_E(1),[#8]=[#6]-[#6](-[#1])=[#6](-[#6]#[#7])-[#6]
PAINS,ene_cyano_F(1),[#8](-[#1])-[#6](=[#8])-c:1:c(:c(:c(:c(:c:1-[#8]-[#1])-[#1])-c:2:c(-[#1]):c(:c(:o:2)-[#6](-[#1])=[#6](-[#6]#[#7])-c:3:n:c:c:n:3)-[#1])-[#1])-[#1]
PAINS,hzone_furan_C(1),c:1:c(:c:c:c:c:1)-[#7](-c:2:c:c:c:c:c:2)-[#7]=[#6](-[#1])-[#6]:3:[#6](:[#6](:[#6](:[!#1]:3)-c:4:c:c:c:c(:c:4)-[#6](=[#8])-[#8]-[#1])-[#1])-[#1]
PAINS,anil_no_alk_C(1),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-c:2:c(-[#1]):c(:c(-[#6](-[#1])-[#1]):o:2)-[#6]=[#8])-[#1])-[#1]
PAINS,hzone_acid_D(1),[#8](-[#1])-[#6](=[#8])-c:1:c:c:c(:c:c:1)-[#7]-[#7]=[#6](-[#1])-[#6]:2:[#6](:[#6](:[#6](:[!#1]:2)-c:3:c:c:c:c:c:3)-[#1])-[#1]
PAINS,hzone_furan_E(1),[#8](-[#1])-[#6](=[#8])-c:1:c:c:c:c(:c:1)-[#6]:[!#1]:[#6]-[#6]=[#7]-[#7](-[#1])-[#6](=[#8])-[#6](-[#1])(-[#1])-[#8]
PAINS,het_6_pyridone_NH2(1),[#8](-[#1])-[#6]:1:[#6](:[#6]:[!#1]:[#6](:[#7]:1)-[#7](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](=[#8])-[#8]
PAINS,imine_one_fives_D(1),[#6]-1(=[!#6&!#1])-[#6](-[#7]=[#6]-[#16]-1)=[#8]
PAINS,pyrrole_M(1),n2(-c:1:c:c:c:c:c:1)c(c(-[#1])c(c2-[#6]=[#7]-[#8]-[#1])-[#1])-[#1]
PAINS,pyrrole_N(1),n2(-[#6](-[#1])-c:1:c(:c(:c:c(:c:1-[#1])-[#1])-[#1])-[#1])c(c(-[#1])c(c2-[#6]-[#1])-[#1])-[#6]-[#1]
PAINS,pyrrole_O(1),n1(-[#6](-[#1])-[#1])c(c(-[#6](=[#8])-[#6])c(c1-[#6]:[#6])-[#6])-[#6](-[#1])-[#1]
PAINS,ene_cyano_G(1),n1(-[#6])c(c(-[#1])c(c1-[#6](-[#1])=[#6](-[#6]#[#7])-c:2:n:c:c:s:2)-[#1])-[#1]
PAINS,sulfonamide_J(1),n3(-c:1:c:c:c:c:c:1-[#7](-[#1])-[#16](=[#8])(=[#8])-c:2:c:c:c:s:2)c(c(-[#1])c(c3-[#1])-[#1])-[#1]
PAINS,misc_pyrrole_benz(1),n2(-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#6](=[#8])-[#7](-[#1])-[#6](-[#1])(-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#8]-[#6]:[#6])c(c(-[#1])c(c2-[#1])-[#1])-[#1]
PAINS,thio_urea_R(1),c:1(:c:c:c:c:c:1)-[#7](-[#1])-[#6](=[#16])-[#7]-[#7](-[#1])-[#6](-[#1])=[#6](-[#1])-[#6]=[#8]
PAINS,ene_one_one_B(1),[#6]-1(-[#6](=[#8])-[#6](-[#1])(-[#1])-[#6]-[#6](-[#1])(-[#1])-[#6]-1=[#8])=[#6](-[#7]-[#1])-[#6]=[#8]
PAINS,dhp_amino_CN_H(1),[#7](-[#1])(-[#1])-[#6]-1=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#16]-[#6;X4]-[#16]-1
PAINS,het_66_anisole(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-c:2:c:c:n:c:3:c(:c:c:c(:c:2:3)-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1]
PAINS,thiazole_amine_N(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#7](-[#1])-c:2:n:c(:c:s:2)-c:3:c:c:c(:c:c:3)-[#8]-[#6](-[#1])-[#1]
PAINS,het_pyridiniums_C(1),[#6]~1~3~[#7](-[#6]:[#6])~[#6]~[#6]~[#6]~[#6]~1~[#6]~2~[#7]~[#6]~[#6]~[#6]~[#7+]~2~[#7]~3
PAINS,het_5_E(1),[#7]-3(-c:2:c:1:c:c:c:c:c:1:c:c:c:2)-[#7]=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6]-3=[#8]
MLSMR,anhydride,C(=O)OC(=O)
MLSMR,pentafluorophenyl ester,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F)
MLSMR,p-nitrophenyl ester,C(=O)Oc1ccc([N+]([O-])=O)cc1
MLSMR,any carbazide,O=*N=[N+]=[N-]
MLSMR,HOBT ester,C(=O)Onnn
MLSMR,aromatic azide,cN=[N+]=[N-]
MLSMR,imine2,"[#6,#8,#16]-[CH1]=[NH1]"
MLSMR,sulfonyl cyanide,S(=O)(=O)C#N
MLSMR,azocyanamide,[N;R0]=[N;R0]C#N
MLSMR,cyanohydrin,N#CC[OH]
MLSMR,acyl cyanide,N#CC(=O)
MLSMR,acid halide,"[S,C](=[O,S])[F,Br,Cl,I]"
MLSMR,chloramidine,[Cl]C([C&R0])=N
MLSMR,P/S halide,"[P,S][F,Cl,Br,I]"
MLSMR,quaternary,"[C+,Cl+,I+,P+,S+]"
MLSMR,unacceptable atoms,[!#6;!#7;!#8;!#16;!#1;!#3;!#9;!#11;!#12;!#15;!#17;!#19;!#20;!#30;!#35]
MLSMR,triacyloxime,C(=O)N(C(=O))OC(=O)
MLSMR,b-carbonyl quaternary nitrogen,"C(=O)CC[N+,n+]"
MLSMR,benzylic quaternary nitrogen,cC[N+]
MLSMR,phosphorane,C=P
MLSMR,Lawesson reagent derivatives,P(=S)(S)S
MLSMR,cyanophosphonate,P(OCC)(OCC)(=O)C#N
MLSMR,sulfonate,"COS(=O)(=O)[C,c]"
MLSMR,Heteroaryl sulfonate,"a-S(=O)(=O)-O[$([a&!#6]),$(c[a&!#6]),$(cc[a&!#6]),$(ccc[a&!#6]),$(cccc[a&!#6]),$(ccccc[a&!#6])]"
MLSMR,sulfate ester,"COS(=O)O[C,c]"
MLSMR,triflate,OS(=O)(=O)C(F)(F)F
MLSMR,polyacidic,"[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]"
MLSMR,Sulfonic acid,[OH]-S(=O)(=O)-*
MLSMR,thiol,[SH]
MLSMR,benzhydrol,[OH1]-C(-c1ccccc1)c2ccccc2
MLSMR,dihydroxybenzene,[OH1]c1ccc([OH1])cc1
MLSMR,"2,3,4trihydroxyphenyl",c([OH])c([OH])c([OH])
MLSMR,"2,4,5trihydroxyphenyl",c([OH])c([OH])cc([OH])
MLSMR,allene,*=C=*
MLSMR,Azide,N=N=N
MLSMR,azoalkanal,[N;R0]=[N;R0]CC=O
MLSMR,hydrazothiourea,N=NC(=S)N
MLSMR,Azo,N=N
MLSMR,aldehyde,[#6]-[CH1]=O
MLSMR,hemiacetal,[#6]-O[CH1](-[#6])[OH1]
MLSMR,acetal,[#6]-O[CH1](-[#6])O-[#6]
MLSMR,Ketone,[#6]-C(=O)-[#6]
MLSMR,Ester,[#6]-C(=O)O-[#6]
MLSMR,imine 1,"[#6,#8,#16]-C(=[NH1])[#6,#8,#16]"
MLSMR,Imine 3,C=[NH]
MLSMR,thioketone,CC(=S)C
MLSMR,thioester,"C[O,S;R0][C;R0](=S)"
MLSMR,thionoester,COC(=S)C
MLSMR,thioamide,CC(=S)N
MLSMR,thiourea,NC(=S)N
MLSMR,nitroso,[N&D2](=O)
MLSMR,long chain hydrocarbon,[CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0]
MLSMR,Long aliphatic chain,"[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]"
MLSMR,Unbranched chain,"[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]"
MLSMR,polyene,C=CC=CC=CC=C
MLSMR,Dye 25,acC=&!@Cca
MLSMR,isonitrile,[N+]#[C-]
MLSMR,thiocyanate,SC#N
MLSMR,cyanamide,N[CH2]C#N
MLSMR,Dye 16 (1),c([N+](=O)[O-])
MLSMR,nitro aromatic 2+,a-[N+](=O)[O-].a-[N+](=O)[O-]
MLSMR,Dye 29,"O=[N+](-[O-])-caac-[$(N(C)C),$([NH]C),$([NH2])]"
MLSMR,Dye 1 (1),"c1cccc(C(=O)[C,c]([#7])=,:[C,c]([#7])C2(=O))c12"
MLSMR,Dye 7,"N=C1[#6]:,=[#6]C(=[C,N])[#6]:,=[#6]1"
MLSMR,Dye 11,"*=,:[#6]C([#6]=,:*)[#6]=,:*"
MLSMR,Dye 9,[a]c-[*]=&!@[*]-&!@C(=O)-&!@c[a]
MLSMR,Dye 32,"c1cccc2C(=O)C(C:,=*)C(=O)c12"
MLSMR,Dye 6,c12cccc(C(=O)C(ca)C(=O)3)c2c3ccc1
MLSMR,Dye 22,NS(=O)(=O)c1cccc([#7])c1
MLSMR,Dye 2,OCccCO
MLSMR,Dye 26,c1ccccc1-n2nnnc2[CH2]*
MLSMR,alkyl halide,"[Br,Cl,I][CX4,CH,CH2,CH3]"
MLSMR,Perhalo_ketone,"O=CC(-[F,Cl,Br,I])([F,Cl,Br,I])-[F,Cl,Br,I]"
MLSMR,Beta halo carbonyl,"O=CCC[F,Cl,Br,I]"
MLSMR,4-halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[n]:[c,n]:[c,n]1"
MLSMR,2-halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[c,n]:[c,n]:[n]1"
MLSMR,Hetero_hetero,"*[N,S,O]-&!@[N,S,O][#6]"
MLSMR,peroxide,OO
MLSMR,disulfide,SS
MLSMR,hydrazine,[#6]-[NH]-[NH]-[#6]
MLSMR,acyl hydrazine,[N;R0][N;R0]C(=O)
MLSMR,vinyl michael acceptor1,"[#6]-[CH1]=C-C(=O)[#6,#7,#8]"
MLSMR,vinyl michael acceptor2,"[CH2]=C-C(=O)[#6,#7,#8]"
MLSMR,michael acceptor 5,N#CC(=C)C#N
MLSMR,Michael acceptor 6,"[#6,#7]-&!@[#6](=&!@[CH])-&!@C(=O)-&!@[C,N,O,S]"
MLSMR,alkynyl michael acceptor1,"[#6]-C#CC(=O)[#6,#7,#8]"
MLSMR,alkynyl michael acceptor2,"[CH1]#CC(=O)-[#6,#7,#8]"
MLSMR,nitroalkane,C[N+](=O)[O-]
MLSMR,crown ether,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1]
MLSMR,nitrate,[#6]-O-[N+](=O)[O-]
MLSMR,Oxalyl,O=C-&!@C=O
MLSMR,Dipeptide,*-C(=O)-&!@[NH]-C-&!@C(=O)-&!@[NH]-*
MLSMR,quaternary nitroxy,C[N+](-[O-])(C)C
MLSMR,Triphenylphosphine,a-P(-a)-a
MLSMR,Phosphoric acid,[OH]-P(=O)(-O)-*
MLSMR,Phosphoric ester,COP(=O)(-*)O
MLSMR,di/triphosphate,P(=O)([OH])OP(=O)[OH]
MLSMR,tri phosphoric esters,[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6]
MLSMR,phosphoramide,NP(=O)(N)N
MLSMR,Phenalene,c1(c)c2c(c)cccc2ccc1
MLSMR,(poly(azo(anthracene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1[c,n]c3:[c,n]:[c,n]:[c,n]:[c,n]:c3[c,n]2"
MLSMR,(poly(azo(phenanthrene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1:[c,n]:[c,n]:c3:[c,n]:[c,n]:[c,n]:[c,n]:c23"
MLSMR,Dye 31,a1aaac2ac3acac4aaac(c34)c12
MLSMR,Dye 4,c12ccccc1C(=O)c3ccccc3C2=O
MLSMR,Dye 8,c12cccc(C(=O)N(-&!@C)C(=O)3)c2c3ccc1
MLSMR,"epoxide, aziridine, thioepoxide","C1[O,S,N]C1"
MLSMR,propiolactone,C1(=O)OCC1
MLSMR,b-lactam,N1CCC1=O
MLSMR,cycloheximide,O=C1CCCC(N1)=O
MLSMR,aromatic Sulfonic ester,"[#6,#7]-S(=O)(=O)Oc"
MLSMR,quinone,"[$([o,n]=c1ccc(=[o,n])cc1),$([O,N]=C1C=CC(=[O,N])C=C1),$([O,N]=C1[#6]:,=[#6]C(=[O,N])[#6]:,=[#6]1)]"
MLSMR,saponin,O1CCCCC1OC2CCC3CCCCC3C2
MLSMR,monensin,O1CCCCC1C2CCCO2
MLSMR,squalestatin,C12OCCC(O1)CC2
MLSMR,cyanidin,[OH]c1cc([OH])cc2=[O+]C(=C([OH])Cc21)c3cc([OH])c([OH])cc3
MLSMR,cytochalasin,O=C1NCC2CCCCC21
